cod_producto,cantidad,cod_bodega,cod_impuesto,costo_producto,precio_venta,cod_proveedor,num_factura,"descripcion_producto,",cod_categoria_producto,cod_marca_producto,existencia_minima,existencia_maxima,costo_promedio,serie_producto
BSM08,5,BOD-4,IMP-3,500000,600000,PROV-14,998,parlanteportatil,CAT-1,MAR-1
